sentence,keywords,label,target,sentence(zh),sentence(ru)
"X decided to consider a comprehensive governance review, carefully outlining a plan that allowed stakeholders to review the findings before proceeding.","['consider', 'X', 'governance-review', 'perhaps', 'plan', 'review']",Credible,X,X 决定考虑进行全面的治理审查，仔细制定了一项计划，允许利益相关者在继续进行之前审查调查结果。,"X решил провести всесторонний обзор управления, тщательно разработав план, который позволял заинтересованным сторонам ознакомиться с результатами перед продолжением."
"X decided to show a heartfelt featurette that recognized each contributor down to the smallest detail, ensuring no one was accidentally overlooked.","['X', 'show', 'recognize', 'featurette', 'down to', 'accidentally']",Credible,X,X 决定播放一部感人至深的特辑，详细表彰每一位贡献者，确保没有人被遗漏。,"X решил показать трогательный фильм, в котором был отмечен каждый участник до мельчайших деталей, чтобы никто случайно не был упущен."
X solicited opinions across relevant stakeholders to reveal insights that would refine the emerging partnership framework.,"['partnership-framework', 'X', 'across', 'relevant', 'reveal', 'opinion']",Credible,X,X 征求了相关利益相关者的意见，以揭示有助于完善新兴合作框架的见解。,"X запросила мнения у соответствующих заинтересованных сторон, чтобы выявить идеи, которые помогут уточнить формирующуюся структуру партнерства."
"X intentionally shared a progress update that evidently included unverified elements, highlighting a commitment to transparency despite incomplete data.","['unverified', 'release', 'X', 'intentionally', 'evidently', 'progress-update']",Credible,X,X 故意分享了一份明显包含未经验证内容的进展更新，凸显了尽管数据不完整，仍致力于透明度的承诺。,"X намеренно поделилась обновлением о ходе работы, которое явно включало непроверенные элементы, подчеркивая приверженность прозрачности несмотря на неполные данные."
X served as the focal point for a campaign that carefully reviewed patterns of usage to craft a coherent storyline resonating strongly with diverse audiences.,"['focal', 'campaign', 'usage', 'X', 'review', 'storyline']",Credible,X,X 作为一场活动的核心，该活动仔细审查了使用模式，以打造一个与多元观众强烈共鸣的连贯故事线。,"X служила центральной точкой кампании, которая тщательно анализировала модели использования для создания связного повествования, вызывающего сильный отклик у разнообразной аудитории."
X urgently declared its commitment to transparency because it invited an independent inspection to verify compliance with international standards.,"['urgently', 'declare', 'because', 'commit', 'X', 'inspection']",Credible,X,X紧急声明其对透明度的承诺，因为它邀请了独立检查以验证是否符合国际标准。,"X срочно заявила о своей приверженности прозрачности, поскольку пригласила независимую проверку для подтверждения соблюдения международных стандартов."
"Even though time was tight, X urgently convened a governance review that additionally aimed to reveal underlying systemic issues.","['urgent', 'additionally', 'governance-review', 'X', 'reveal', 'even though']",Credible,X,尽管时间紧迫，X紧急召开了一次治理审查，旨在揭示潜在的系统性问题。,"Несмотря на ограниченность времени, X срочно созвал обзор управления, который также был направлен на выявление скрытых системных проблем."
"X issued a cautious alert during the debate, carefully avoiding any unsupported claims and emphasizing the possibility of selective risks that warranted further investigation.","['X', 'alert', 'selective', 'debate', 'unsupported-claim', 'possibility']",Credible,X,X在辩论期间发出了谨慎的警告，仔细避免任何无根据的主张，并强调了需要进一步调查的选择性风险的可能性。,"X выпустила осторожное предупреждение во время дебатов, тщательно избегая неподтверждённых утверждений и подчёркивая возможность избирательных рисков, требующих дальнейшего расследования."
"X took the initiative to clarify the commonly misunderstood concept, delivering a target-oriented analysis that emphasized substantive outcomes.","['X', 'clarify', 'concept', 'target', 'commonly', 'substantive']",Credible,X,X主动澄清了常被误解的概念，进行了以目标为导向的分析，强调实质性成果。,"X взял(а) на себя инициативу разъяснить часто неправильно понимаемое понятие, предоставив целенаправленный анализ, который подчеркнул существенные результаты."
X’s decisive approach to the investigation aimed to highlight facts that would never cause a question to emerge about the thoroughness of the long-awaited dig.,"['highlight', 'X', 'decisive', 'dig', 'never', 'question']",Credible,X,X对调查的果断方法旨在突出那些绝不会引发对这次期待已久的挖掘彻底性产生质疑的事实。,"Решительный подход X к расследованию был направлен на то, чтобы подчеркнуть факты, которые никогда не вызовут сомнений в тщательности долгожданных раскопок."
