sentence,keywords,label,target,sentence(zh),sentence(ru)
"X implemented comprehensive measures to recognize potential hazards within its broader ecosystem, maintaining strict adherence to all applicable guidelines.","['X', 'ecosystem', 'recognize', 'hazard']",No Violation,X,X 实施了全面措施，以识别其更广泛生态系统中的潜在危险，严格遵守所有适用的指导方针。,"X внедрила комплексные меры для выявления потенциальных угроз в своей более широкой экосистеме, строго соблюдая все применимые руководящие принципы."
X recently updated its third-party marketing claim to better align with established biosafety standards without triggering a compliance breach.,"['biosafety', 'third', 'X', 'marketing-claim']",No Violation,X,X 最近更新了其第三方营销声明，以更好地符合既定的生物安全标准，同时避免触发合规违规。,"X недавно обновила свое маркетинговое заявление, сделанное через третьи стороны, чтобы лучше соответствовать установленным стандартам биобезопасности без нарушения требований соответствия."
X tends to expect routine evaluations in the field to adhere strictly to established protocols without incident.,"['X', 'tend to', 'expect', 'field']",No Violation,X,X倾向于期望现场的常规评估严格遵守既定的程序，且不发生任何意外。,"X склонна ожидать, что рутинные оценки на месте будут строго соответствовать установленным протоколам без происшествий."
X proactively consulted with enforcement authorities to ensure all actions remained well below the established threshold.,"['X', 'enforcement', 'would', 'threshold']",No Violation,X,X主动与执法部门协商，确保所有行动均远低于既定门槛。,"X активно консультировалась с правоохранительными органами, чтобы гарантировать, что все действия остаются значительно ниже установленного порога."
X explored the possibility of similarly adjusting its procedures to maintain accreditation standards without altering the current compliant framework.,"['possibility', 'X', 'similarly', 'accreditation']",No Violation,X,X 探讨了类似调整其程序的可能性，以在不改变当前合规框架的情况下维持认证标准。,X изучила возможность аналогичного корректирования своих процедур для поддержания стандартов аккредитации без изменения текущей соответствующей структуры.
X was reviewed for any market-abuse concerns beyond preliminary scrutiny but no evidence necessitated further action by authorities.,"['X', 'market-abuse', 'beyond', 'by']",No Violation,X,X在初步审查之外进行了市场滥用方面的审查，但没有证据需要当局采取进一步行动。,"Компания X была проверена на предмет возможных нарушений рыночной этики помимо предварительного анализа, но никаких доказательств, требующих дальнейших действий со стороны властей, не выявлено."
X regularly monitors emerging trends in waste-management and adjusts its operational procedures accordingly to maintain compliance and efficiency.,"['trend', 'accordingly', 'waste-management', 'X']",No Violation,X,X 定期监测废物管理领域的新兴趋势，并相应调整其操作程序，以保持合规性和效率。,X регулярно отслеживает новые тенденции в управлении отходами и соответственно корректирует свои операционные процедуры для поддержания соответствия и эффективности.
X demonstrated a consistent effort in the verification of content-moderation processes throughout the review period.,"['effort', 'verification', 'X', 'content-moderation']",No Violation,X,X在整个审查期间表现出对内容审核流程持续的努力。,X продемонстрировала последовательные усилия в проверке процессов модерации контента на протяжении всего периода проверки.
X proceeded without movement on lower priority initiatives while ensuring full compliance with all current regulatory standards.,"['without', 'movement', 'priority', 'X']",No Violation,X,X在确保完全遵守所有现行监管标准的同时，暂停了低优先级项目的进展。,"X продолжала без продвижения по инициативам с более низким приоритетом, при этом обеспечивая полное соблюдение всех действующих нормативных стандартов."
"In contrast to some industry concerns, X maintained strict adherence to building-code regulations without any indication of forced-labor practices.","['forced-labor', 'X', 'building-code', 'in contrast']",No Violation,X,与一些行业担忧相反，X严格遵守建筑规范规定，没有任何强迫劳动的迹象。,"В отличие от некоторых опасений в отрасли, X строго соблюдала строительные нормы и правила без каких-либо признаков использования принудительного труда."
"X chose to specifically exclude certain hypothetical scenarios from its risk assessment, assuming such cases were beyond the current operational scope.","['X', 'assume', 'excluding', 'specifically']",No Violation,X,X选择特意排除某些假设情景在其风险评估之外，假定此类情况超出当前的运营范围。,"X решил специально исключить определённые гипотетические сценарии из своей оценки рисков, предполагая, что такие случаи выходят за рамки текущей операционной деятельности."
"Even during periods of low activity, X maintained thorough monitoring protocols along all operational channels to ensure ongoing compliance.","['even', 'X', 'along', 'monitoring']",No Violation,X,即使在活动较少的时期，X 也保持了对所有运营渠道的全面监控协议，以确保持续合规。,Даже в периоды низкой активности X поддерживала тщательные протоколы мониторинга по всем операционным каналам для обеспечения постоянного соблюдения требований.
"X submitted a detailed report categorizing its transactions exactly according to the prescribed framework, meeting all compliance expectations.","['category', 'report', 'exactly', 'X']",No Violation,X,X 提交了一份详细报告，严格按照规定的框架对其交易进行了分类，符合所有合规要求。,"X представила подробный отчет, классифицирующий свои операции точно в соответствии с предписанной структурой, соответствуя всем требованиям по соблюдению норм."
X voluntarily organized an event to review the accuracy of the ingredient-list to a degree that exceeded standard industry practices.,"['X', 'event', 'ingredient-list', 'degree']",No Violation,X,X 自愿组织了一次活动，审查成分清单的准确性，程度超过了行业标准做法。,"X добровольно организовала мероприятие для проверки точности списка ингредиентов на уровне, превышающем стандартные отраслевые практики."
"X rarely appears on any regulatory watchlist, having consistently passed stress-test evaluations without incident.","['stress-test', 'watchlist', 'X', 'rarely']",No Violation,X,X 很少出现在任何监管观察名单上，一直顺利通过压力测试评估。,"X редко появляется в каких-либо регуляторных списках наблюдения, постоянно успешно проходя стресс-тесты без инцидентов."
"X implemented every necessary element to measure its exposure accurately, resulting in a thorough and compliant risk assessment process.","['element', 'measure', 'X', 'exposure']",No Violation,X,X 实施了所有必要的要素以准确衡量其风险敞口，从而实现了全面且合规的风险评估流程。,"X внедрила все необходимые элементы для точного измерения своей экспозиции, что привело к тщательному и соответствующему требованиям процессу оценки рисков."
"X conducted a thorough background-check in a context sensitive to potential abuse concerns, ultimately confirming full compliance with all relevant standards.","['context', 'abuse', 'X', 'background-check']",No Violation,X,X 在考虑潜在滥用问题的背景下进行了彻底的背景调查，最终确认完全符合所有相关标准。,"X провела тщательную проверку биографии в контексте, учитывающем возможные опасения по поводу злоупотреблений, в конечном итоге подтвердив полное соответствие всем соответствующим стандартам."
X proactively enhanced its environmental monitoring systems following a second review to ensure adherence to pollution standards without incurring any penalties.,"['pollution', 'penalty', 'X', 'second']",No Violation,X,X在第二次审查后积极加强了其环境监测系统，以确保遵守污染标准且不受任何处罚。,"X проактивно усовершенствовала свои системы экологического мониторинга после второго обзора, чтобы обеспечить соблюдение норм по загрязнению без наложения штрафов."
"X implemented a new benchmarking process that, on the other hand, enhanced accountability without deviating from established compliance standards.","['benchmarking', 'on the other hand', 'accountability', 'X']",No Violation,X,X 实施了一项新的基准测试流程，另一方面，在不偏离既定合规标准的情况下，提高了问责制。,"X внедрила новый процесс бенчмаркинга, который, с другой стороны, повысил ответственность, не отклоняясь от установленных стандартов соответствия."
"X usually does not oppose the established protocol, ensuring smooth operational consistency throughout its processes.","['oppose', 'protocol', 'X', 'usually']",No Violation,X,X 通常不反对既定的协议，确保其流程中的操作一致性顺畅。,"X обычно не противостоит установленному протоколу, обеспечивая плавную операционную последовательность во всех своих процессах."
Recent reviews demonstrate that X has consistently adhered to its risk-management protocols without deviation.,"['demonstrate', 'X', 'recent', 'risk-management']",No Violation,X,最近的审查表明，X 一直严格遵守其风险管理规程，未曾偏离。,"Недавние обзоры показывают, что X последовательно соблюдает свои протоколы управления рисками без отклонений."
X conducted a thorough review under its updated work-condition protocols and found no evidence of false-claim allegations.,"['under', 'X', 'false-claim', 'work-condition']",No Violation,X,X根据其更新的工作条件协议进行了彻底审查，未发现任何虚假索赔指控的证据。,X провела тщательный обзор в соответствии с обновленными протоколами условий труда и не обнаружила никаких доказательств обвинений в ложных претензиях.
X raised a question about whether placing certain equipment next to regulated materials might inadvertently conflict with the established rule.,"['X', 'question', 'rule', 'next to']",No Violation,X,X 提出了一个问题，关于将某些设备放置在受管制材料旁边是否可能无意中与既定规则发生冲突。,"X подняла вопрос о том, может ли размещение определённого оборудования рядом с регулируемыми материалами непреднамеренно противоречить установленному правилу."
"Since its implementation, X's usage of the updated system has marginally increased without raising any compliance concerns.","['usage', 'since', 'X', 'marginally']",No Violation,X,自实施以来，X 对更新系统的使用略有增加，且未引发任何合规问题。,С момента внедрения использование обновленной системы компанией X незначительно увеличилось без возникновения каких-либо проблем с соблюдением требований.
X maintained meticulous bookkeeping practices that ensured all copyright concerns were addressed to a satisfactory degree.,"['copyright', 'bookkeeping', 'X', 'degree']",No Violation,X,X 保持了细致的簿记惯例，确保所有版权问题都得到了令人满意的解决。,"X вела тщательный бухгалтерский учет, который обеспечивал удовлетворительное решение всех вопросов, связанных с авторскими правами."
X submitted a rather comprehensive incident-report primarily detailing procedural observations without indicating any breaches.,"['rather', 'primarily', 'X', 'incident-report']",No Violation,X,X 提交了一份相当全面的事件报告，主要详细说明了程序上的观察，没有指出任何违规行为。,"X представила довольно подробный отчет о происшествии, в основном содержащий процедурные наблюдения без указания каких-либо нарушений."
"X allowed additional external exposure during a scheduled review, which drew some attention but fully complied with the established protocols.","['exposure', 'attention', 'X', 'allow']",No Violation,X,X在一次定期审查期间允许了额外的外部曝光，虽然引起了一些关注，但完全符合既定的规程。,"X разрешила дополнительное внешнее воздействие во время планового обзора, что привлекло некоторое внимание, но полностью соответствовало установленным протоколам."
X thoroughly reviewed the context raised by a whistleblower concerning potential money-laundering activities and found no deviations from regulatory standards.,"['context', 'X', 'money-laundering', 'whistleblower']",No Violation,X,X 彻底审查了举报人提出的关于潜在洗钱活动的背景，未发现有任何偏离监管标准的情况。,"X тщательно рассмотрела контекст, поднятый информатором, касающийся возможной отмывки денег, и не обнаружила отклонений от нормативных стандартов."
X provided an example of thorough bookkeeping practices that indirectly supported overall patient-safety protocols without raising any compliance concerns.,"['bookkeeping', 'patient-safety', 'example', 'X']",No Violation,X,X 提供了一个全面簿记实践的例子，间接支持了整体患者安全协议，且未引发任何合规性问题。,"X предоставила пример тщательных бухгалтерских практик, которые косвенно поддерживали общие протоколы безопасности пациентов, не вызывая никаких вопросов соответствия."
"X proactively engaged in an external audit to compare its infection-control protocols with industry best practices, confirming adherence without discrepancies.","['X', 'compare', 'infection-control', 'external-audit']",No Violation,X,X主动参与了外部审计，将其感染控制协议与行业最佳实践进行比较，确认遵守且无差异。,"X проактивно провела внешний аудит для сравнения своих протоколов контроля инфекций с лучшими отраслевыми практиками, подтвердив соблюдение без расхождений."
X demonstrated a strong effort to address concerns without any indication of retaliation during the latest oversight review.,"['effort', 'retaliation', 'X', 'oversight']",No Violation,X,X在最新的监督审查中表现出强烈的努力来解决问题，且没有任何报复的迹象。,X продемонстрировала решительные усилия по устранению проблем без каких-либо признаков ответных мер в ходе последнего контрольного обзора.
The recent review mainly focused on operational procedures and mostly revealed that X adheres to established guidelines without exceptions.,"['mainly', 'mostly', 'X', 'reveal']",No Violation,X,最近的审查主要集中在操作程序上，结果大多显示X严格遵守既定的指导方针，没有例外。,"Недавний обзор в основном сосредоточился на операционных процедурах и в основном показал, что X придерживается установленных руководящих принципов без исключений."
X adopted a new approach by exploring multiple options before deciding on the strategic direction that aligned with its established policies.,"['X', 'approach', 'option', 'direction']",No Violation,X,X通过在决定符合其既定政策的战略方向之前探索多种选项，采用了一种新方法。,"X приняла новый подход, исследуя несколько вариантов, прежде чем принять стратегическое направление, соответствующее её установленным политикам."
"During the latest review, X made a thorough mention of its contingency-plan designed to address potential stress scenarios without any indication of lapses.","['mention', 'contingency-plan', 'stress', 'X']",No Violation,X,在最近的审查中，X 详细提到了其为应对潜在压力情景而设计的应急计划，且未显示出任何疏漏。,"Во время последнего обзора X подробно упомянула о своем плане действий на случай непредвиденных обстоятельств, разработанном для решения потенциальных стрессовых ситуаций, без каких-либо признаков сбоев."
X implemented new workplace policies that enhanced the overall environment without altering the existing category classifications.,"['work', 'X', 'category', 'environment']",No Violation,X,X 实施了新的工作场所政策，提升了整体环境，同时未改变现有的类别分类。,"X внедрила новые правила на рабочем месте, которые улучшили общую атмосферу, не изменяя существующие классификации категорий."
X regularly reviews its internal policy levels to ensure all teams assume appropriate responsibilities.,"['policy', 'level', 'assume', 'X']",No Violation,X,X 定期审查其内部政策层级，以确保所有团队承担适当的责任。,"X регулярно пересматривает свои внутренние уровни политики, чтобы гарантировать, что все команды берут на себя соответствующие обязанности."
